json_data,list-card-link href,list-card-addr,list-card-type,list-card-price,list-card-details,list-card-label,list-card-details 2,list-card-label 2,list-card-details 3,list-card-label 3,list-card-variable-text,list-card-link src,list-card-save-content,list-card-truncate
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Parsons Blvd, Fresh Meadows, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Parsons Blvd"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72234,""longitude"":-73.80986},""url"":""/homedetails/Parsons-Blvd-Fresh-Meadows-NY-11366/2084567827_zpid/""}",https://www.zillow.com/homedetails/Parsons-Blvd-Fresh-Meadows-NY-11366/2084567827_zpid/,"Parsons Blvd, Fresh Meadows, NY 11366",Apartment for rent,"$1,800/mo",2,bds,1,ba,--,sqft,23 days ago,https://photos.zillowstatic.com/p_e/IS6q7hgfhklcsv1000000000.jpg,Save this home,E-Realty International Corp
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""165th St, Fresh Meadows, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""165th St"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.7367,""longitude"":-73.80282},""url"":""/homedetails/165th-St-Fresh-Meadows-NY-11365/2082908481_zpid/""}",https://www.zillow.com/homedetails/165th-St-Fresh-Meadows-NY-11365/2082908481_zpid/,"165th St, Fresh Meadows, NY 11365",Apartment for rent,"$2,500/mo",3,bds,1.5,ba,--,sqft,23 days ago,"https://maps.googleapis.com/maps/api/streetview?location=40.736700,-73.802820&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=xrE_xgxzLI3HNiKokdWJ1GV23lQ=",Save this home,Chou's Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""68-13 147th Flushing # 2, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""68-13 147th Flushing # 2"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72422,""longitude"":-73.817891},""url"":""/homedetails/68-13-147th-Flushing-2-Flushing-NY-11367/2082909615_zpid/""}",https://www.zillow.com/homedetails/68-13-147th-Flushing-2-Flushing-NY-11367/2082909615_zpid/,"68-13 147th Flushing # 2, Flushing, NY 11367",Apartment for rent,"$2,195/mo",2,bds,1,ba,--,sqft,23 days ago,https://photos.zillowstatic.com/p_e/ISrpcci8wvtteu0000000000.jpg,Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5925 163rd St # 1, Flushing, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5925 163rd St # 1"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.739644,""longitude"":-73.805295},""url"":""/homedetails/5925-163rd-St-1-Flushing-NY-11365/2082910669_zpid/""}",https://www.zillow.com/homedetails/5925-163rd-St-1-Flushing-NY-11365/2082910669_zpid/,"5925 163rd St # 1, Flushing, NY 11365",Apartment for rent,"$1,650/mo",1,bd,1,ba,--,sqft,23 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,E-Realty International Corp
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6860 108th St Apt 1a, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""975""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6860 108th St APT 1A"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725403,""longitude"":-73.845963},""url"":""/homedetails/6860-108th-St-APT-1A-Forest-Hills-NY-11375/2083694368_zpid/""}",https://www.zillow.com/homedetails/6860-108th-St-APT-1A-Forest-Hills-NY-11375/2083694368_zpid/,"6860 108th St APT 1A, Forest Hills, NY 11375",Apartment for rent,"$2,300/mo",1,bd,1,ba,975,sqft,23 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Chartwell F.H. Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""(Undisclosed Address), Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""916""},""numberOfRooms"":0,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""(undisclosed Address)"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724941,""longitude"":-73.814682},""url"":""/homedetails/(undisclosed-Address)-Flushing-NY-11367/2116195594_zpid/""}",https://www.zillow.com/homedetails/(undisclosed-Address)-Flushing-NY-11367/2116195594_zpid/,"(undisclosed Address), Flushing, NY 11367",Apartment for rent,"$1,810/mo",Studio,ba,1,sqft,916,,23 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Hillel Realty Group
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6505 Yellowstone Blvd Apt 6f, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""760""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6505 Yellowstone Blvd APT 6F"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73095,""longitude"":-73.85113},""url"":""/homedetails/6505-Yellowstone-Blvd-APT-6F-Forest-Hills-NY-11375/79977471_zpid/""}",https://www.zillow.com/homedetails/6505-Yellowstone-Blvd-APT-6F-Forest-Hills-NY-11375/79977471_zpid/,"6505 Yellowstone Blvd APT 6F, Forest Hills, NY 11375",Apartment for rent,"$1,875/mo",1,bd,1,ba,760,sqft,24 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Argo Residential
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6658 Saunders St # 1, Rego Park, NY 11374"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,800""},""numberOfRooms"":4,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6658 Saunders St # 1"",""addressLocality"":""Rego Park"",""addressRegion"":""NY"",""postalCode"":""11374""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726058,""longitude"":-73.854633},""url"":""/homedetails/6658-Saunders-St-1-Rego-Park-NY-11374/2082920781_zpid/""}",https://www.zillow.com/homedetails/6658-Saunders-St-1-Rego-Park-NY-11374/2082920781_zpid/,"6658 Saunders St # 1, Rego Park, NY 11374",Apartment for rent,"$4,200/mo",4,bds,2.5,ba,"1,800",sqft,24 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Metro Garden Realty NYC
,https://www.zillow.com/b/contour-queens-ny-5Yw6Fh/,"Contour | 9745 Queens Blvd, Rego Park, NY",Contour,,"$3,348+",2 bds,,,,,24 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""16032 76th Rd Fl 2nd, Fresh Meadows, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""16032 76th Rd FL 2ND"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724596,""longitude"":-73.807016},""url"":""/homedetails/16032-76th-Rd-FL-2ND-Fresh-Meadows-NY-11366/2083569928_zpid/""}",https://www.zillow.com/homedetails/16032-76th-Rd-FL-2ND-Fresh-Meadows-NY-11366/2083569928_zpid/,"16032 76th Rd FL 2ND, Fresh Meadows, NY 11366",Apartment for rent,"$2,600/mo",2,bds,1,ba,--,sqft,24 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,E Z Sell Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""75th Ave, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""75th Ave"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72402,""longitude"":-73.82032},""url"":""/homedetails/75th-Ave-Flushing-NY-11367/2082923214_zpid/""}",https://www.zillow.com/homedetails/75th-Ave-Flushing-NY-11367/2082923214_zpid/,"75th Ave, Flushing, NY 11367",Apartment for rent,"$1,806/mo",1,bd,1,ba,--,sqft,24 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,The Realty Depot LLC
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Martense Ave, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Martense Ave"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74139,""longitude"":-73.85519},""url"":""/homedetails/Martense-Ave-Corona-NY-11368/2082924506_zpid/""}",https://www.zillow.com/homedetails/Martense-Ave-Corona-NY-11368/2082924506_zpid/,"Martense Ave, Corona, NY 11368",Apartment for rent,"$2,599/mo",3,bds,1,ba,--,sqft,24 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Martense Ave, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Martense Ave"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74139,""longitude"":-73.85519},""url"":""/homedetails/Martense-Ave-Corona-NY-11368/2082924554_zpid/""}",https://www.zillow.com/homedetails/Martense-Ave-Corona-NY-11368/2082924554_zpid/,"Martense Ave, Corona, NY 11368",Apartment for rent,"$1,799/mo",1,bd,1,ba,--,sqft,24 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Fresh Mdws, Fresh Meadows, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Fresh Mdws"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73916,""longitude"":-73.79394},""url"":""/homedetails/Fresh-Mdws-Fresh-Meadows-NY-11365/2084715195_zpid/""}",https://www.zillow.com/homedetails/Fresh-Mdws-Fresh-Meadows-NY-11365/2084715195_zpid/,"Fresh Mdws, Fresh Meadows, NY 11365",Apartment for rent,"$2,200/mo",2,bds,2,ba,--,sqft,24 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""15815 Union Tpke, Flushing, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""15815 Union Tpke"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72065,""longitude"":-73.808538},""url"":""/homedetails/15815-Union-Tpke-Flushing-NY-11366/119532506_zpid/""}",https://www.zillow.com/homedetails/15815-Union-Tpke-Flushing-NY-11366/119532506_zpid/,"15815 Union Tpke, Flushing, NY 11366",Apartment for rent,"$2,000/mo",1,bd,1,ba,900,sqft,24 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""153rd St, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""760""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""153rd St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.7266,""longitude"":-73.81424},""url"":""/homedetails/153rd-St-Flushing-NY-11367/2102340040_zpid/""}",https://www.zillow.com/homedetails/153rd-St-Flushing-NY-11367/2102340040_zpid/,"153rd St, Flushing, NY 11367",Condo for rent,"$1,800/mo",1,bd,1,ba,760,sqft,24 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,The Realty Depot LLC
,https://www.zillow.com/b/tulane-flushing-ny-5ZZZSC/,"Tulane | 4515 Colden St, Flushing, NY",Tulane,,"$1,606",Studio,"$2,483",2 bds,,,24 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""73rd Ave, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""73rd Ave"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.7266,""longitude"":-73.81424},""url"":""/homedetails/73rd-Ave-Flushing-NY-11367/2082933475_zpid/""}",https://www.zillow.com/homedetails/73rd-Ave-Flushing-NY-11367/2082933475_zpid/,"73rd Ave, Flushing, NY 11367",Apartment for rent,"$2,100/mo",2,bds,1,ba,700,sqft,25 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10933 71st Rd, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""491""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10933 71st Rd"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72131,""longitude"":-73.84205},""url"":""/homedetails/10933-71st-Rd-Forest-Hills-NY-11375/2096773483_zpid/""}",https://www.zillow.com/homedetails/10933-71st-Rd-Forest-Hills-NY-11375/2096773483_zpid/,"10933 71st Rd, Forest Hills, NY 11375",Apartment for rent,"$4,000/mo",2,bds,2,ba,491,sqft,25 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,SIlverstein Collection LLC
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10440 Queens Blvd Apt 18u, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""875""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10440 Queens Blvd APT 18U"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723315,""longitude"":-73.848673},""url"":""/homedetails/10440-Queens-Blvd-APT-18U-Forest-Hills-NY-11375/2088714109_zpid/""}",https://www.zillow.com/homedetails/10440-Queens-Blvd-APT-18U-Forest-Hills-NY-11375/2088714109_zpid/,"10440 Queens Blvd APT 18U, Forest Hills, NY 11375",Apartment for rent,"$2,685/mo",1,bd,1,ba,875,sqft,25 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Beam Living
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13618 58th Rd # 2fl, Flushing, NY 11355"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""850""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13618 58th Rd # 2FL"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11355""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.744654,""longitude"":-73.828739},""url"":""/homedetails/13618-58th-Rd-2FL-Flushing-NY-11355/2095271597_zpid/""}",https://www.zillow.com/homedetails/13618-58th-Rd-2FL-Flushing-NY-11355/2095271597_zpid/,"13618 58th Rd # 2FL, Flushing, NY 11355",Apartment for rent,"$2,100/mo",2,bds,1,ba,850,sqft,25 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Chous Realty Group Inc
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5737 Xenia St, Flushing, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5737 Xenia St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73861,""longitude"":-73.857004},""url"":""/homedetails/5737-Xenia-St-Flushing-NY-11368/31974707_zpid/""}",https://www.zillow.com/homedetails/5737-Xenia-St-Flushing-NY-11368/31974707_zpid/,"5737 Xenia St, Flushing, NY 11368",House for rent,"$2,700/mo",3,bds,1.5,ba,"1,000",sqft,25 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""16412 77th Ave # 1, Flushing, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""16412 77th Ave # 1"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724463,""longitude"":-73.803989},""url"":""/homedetails/16412-77th-Ave-1-Flushing-NY-11366/2082938607_zpid/""}",https://www.zillow.com/homedetails/16412-77th-Ave-1-Flushing-NY-11366/2082938607_zpid/,"16412 77th Ave # 1, Flushing, NY 11366",Apartment for rent,"$2,400/mo",3,bds,1,ba,900,sqft,25 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,viki707
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4517 Colden St # 7k, Flushing, NY 11355"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4517 Colden St # 7K"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11355""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.749517,""longitude"":-73.821413},""url"":""/homedetails/4517-Colden-St-7K-Flushing-NY-11355/2082941939_zpid/""}",https://www.zillow.com/homedetails/4517-Colden-St-7K-Flushing-NY-11355/2082941939_zpid/,"4517 Colden St # 7K, Flushing, NY 11355",Apartment for rent,"$2,480/mo",2,bds,1,ba,"1,000",sqft,25 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5620 Waldron St # 7, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""650""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5620 Waldron St # 7"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.739998,""longitude"":-73.855791},""url"":""/homedetails/5620-Waldron-St-7-Corona-NY-11368/2082942197_zpid/""}",https://www.zillow.com/homedetails/5620-Waldron-St-7-Corona-NY-11368/2082942197_zpid/,"5620 Waldron St # 7, Corona, NY 11368",Apartment for rent,"$1,700/mo",1,bd,1,ba,650,sqft,25 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,REAL New York
,"https://www.zillow.com/b/73-9-Utopia-Pkwy-Fresh-Meadows-NY/40.729794,-73.793078_ll/","73-9 Utopia Pkwy, Fresh Meadows, NY",For Rent,,"$2,300+",2 bds,,,,,25 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11205 69th Ave # 1, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":5,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11205 69th Ave # 1"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726549,""longitude"":-73.840856},""url"":""/homedetails/11205-69th-Ave-1-Forest-Hills-NY-11375/2082944724_zpid/""}",https://www.zillow.com/homedetails/11205-69th-Ave-1-Forest-Hills-NY-11375/2082944724_zpid/,"11205 69th Ave # 1, Forest Hills, NY 11375",Apartment for rent,"$7,000/mo",5,bds,4.5,ba,--,sqft,25 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Dom Realty of NY
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""15020 73rd Ave # 2e, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""15020 73rd Ave # 2E"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726306,""longitude"":-73.815256},""url"":""/homedetails/15020-73rd-Ave-2E-Flushing-NY-11367/2088622016_zpid/""}",https://www.zillow.com/homedetails/15020-73rd-Ave-2E-Flushing-NY-11367/2088622016_zpid/,"15020 73rd Ave # 2E, Flushing, NY 11367",Apartment for rent,"$2,025/mo",2,bds,1,ba,800,sqft,26 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""15044 73rd Ave Apt 1a, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""15044 73rd Ave APT 1A"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726341,""longitude"":-73.815142},""url"":""/homedetails/15044-73rd-Ave-APT-1A-Flushing-NY-11367/2088621925_zpid/""}",https://www.zillow.com/homedetails/15044-73rd-Ave-APT-1A-Flushing-NY-11367/2088621925_zpid/,"15044 73rd Ave APT 1A, Flushing, NY 11367",Apartment for rent,"$2,075/mo",2,bds,1,ba,900,sqft,26 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
